
The Connectome Program Start!
Rune Date and Time: 22-Jun-2016, 12-33-02 PM


Neuron Stimulated: VD9
Match Found: VD9, MVL17, -10
Match Found: VD9, MVL18, -10
Match Found: VD9, MVR17, -10
Match Found: VD9, MVR18, -10
Match Found: VD9, PDER, 1
Match Found: VD9, VD10, 5
